big_cat,small_cat,product_id,product_name,review_text,review_summary
mealkit,total,5142361686.csv,은영이떡볶이 밀떡 로제 짜장 쌀 떡볶이 밀키트,"['너무너무 맛있네요 시즈닝을 순한맛으로 선택했는데 보통맛 이상으로 주문해도 될것 같아요 너무 맛있게 잘먹었습니다 ', '보통맛 주문했는데 먹을땐 살짝 매콤했지만 개운한 매운맛입니다 떡이 쫄깃하고 어묵 너무 맛있어요!! 떡뽁이 밀키트 여러가지 먹어봤는데 은영이 떡뽁이 재구매 100%입니다 ', '포장도 깔끔하고 맛도 좋고👍🏻 덕분에 떡볶이로 한끼 잘 때우고~ 몇개 안시켰는 데 많이 시킬 걸 후회하는 중입니다~ 일단 맛있어요.. 떡볶이 다 비슷비슷 한거 같아도 맛있는 떡볶이는 따로 있네요😊 매운맛, 순한맛 두개 다 끓였는데 일단 떡볶이 좋아하는 우리딸은 둘 다 맛있다고 하고, 매운거 먹으면 큰일나는 줄 아는 7살짜리 아들은 순한맛 잘먹었어요~ ', '떡이 진짜 바로 뽑아온 떡으로 한 것처럼 쫄깃쫄깃하고 맛있네요. 어묵도 맛있고~~아이들이 해먹기도 간편하고 좋겠어요. 국물떡볶이 좋아하는데 맛도 있고 간편해서 재구매합니다~ ', '먹을때는 약간 매운데 먹고난후 매운맛이 남지 않고 깔끔하네요 ', '순한맛, 보통맛의 차이는 달달함 차이가 있구요~~ ', '떡볶이는 매운게 맛인데 순한맛 역시 너무 훌륭한 맛이네요~ 맵지않지만 맛좋은?ㅋㅋ ', '너무 맛있는 은영이 떡볶이💕 재재재... 구매  기다리다 눈물나고 기뻐서 눈물나고 맛있어서 눈물나는 은영이 떡 볶 이 🥳  차곡차곡 꼼꼼히 넣어서 꽝꽝언 생수 두병과같이 잘 도착했습니다. 콧물나게 매운맛 먹고나면 행복해지지요. ', '집에서 해먹는 떡볶이 맛이고 개인적으로 멸치맛이 많이 나서 아쉬웠어요.. 떡이 정말 쫄깃하고 맛있습니다. ', '개인적으로는 조미료맛이 너무 강해서... ']",떡이 정말 쫄깃쫄깃하고 맛있어요. 보통맛은 살짝 매운데 깔끔하네요.
mealkit,total,4540931944.csv,50년전통 부산 조방낙지 낙곱새,"['라면사리를 넣어서 조금 뻑뻑했어요 그렇다고 느끼하지는 않아요 . 너무너무 맛있어서 왜 제가 처음부터 두개 끓이지 않았는지 제자신을 원망하고 또 원망하며 먹었습니다ㅋㅋ . ', '낙곱새는 일반 낙지볶음이나 쭈꾸미, 오징어 볶음과 같은 요리와는 달리 국물이 많아요~ 너무 오래 끓이면 새우의 수분도 다 빠져 작아지고 곱창과 낙지는 질겨져요.. 요거 끓이고 부침개와 같은 사이드 메뉴 하나 더 준비해서 맛있게 밥에 비벼먹고 남은 국물로 김가루 듬뿍 뿌려 볶음밥까지 야무지게 해먹었어요~~^^  여기서... 지키셔서 맛있고 푸짐한 낙곱새 드세용~~~  덕분에 타향살이하며 부산 조방앞의 낙곱새 메뉴 한껏 즐겼습니다~^^ ', '저는 처음 주문해서 낙곱새라는 걸 처음 먹어봤는데요. 양념 맛을 헤칠까봐 우동 사리나 당면은 추가하지 않고 다 먹고 나서 양념에 밥에 김치,  김 넣어서 볶아 먹었는데 이것도 너무 맛있었어요. 콩나물은 데쳐서 넣으면 번거로울 거 같아 처음 육수 넣고 끓일 때 부터 넣었는데 식감이 맛있고 좋았어요. ', '양념은 정말 맛있었구용!! ', '진짜 맛있네요. 밥에 비벼먹으니까 더맛있어요.. 곱창들어가서 냄새가나진않을까했는데 전혀 냄새도 없고 맛있네요! ', '너무 맛있어요. 곱창도 생각보다 너무 맛있고 부드러워서 놀랐어요. ', '맛은 인정! 그리고 2개 샀는데 하나는 곱창 정말 곱도 많이 들어있고 최고였고 하나는 곱창이 그냥 쏘쏘ㅎ 암튼 너무 맛있고 양도 괜찮네요. 않고 맛있었어요. ', '다만 처음 끓였을 때는 다진마늘의 풍미가 강한편이었습니다. ', '심지어 껍질이 너무 질겨서 아예 씹히지도 않아요. ', '받자마자 1팩은 바로 끓여먹었는데 대창도 낙지도 다 질기네요. 대창은 진짜 넘 질겨서 고무줄씹는거 같아서 가족들이 다 못먹고 버렸어요~ㅠㅜ  제 개인적인 의견으로는 맛도 평범하고 먹다보면 좀 느끼하고 재구매할 생각은 전혀 안드네요. ']",곱창이랑 낙지가 조금 질긴 듯하지만 양념이 맛있어서 좋아요.
mealkit,total,4565223387.csv,닥치고떡볶이 2인분,"['그런데 제가 후기를 작성하게된것은 정말 전국떡볶이 맛집 다 다녀본 덕후로서 남기지 않을수가 없어서였고,좋은것은 나눠 먹어야된다고 생각해서이고,마지막으로 진짜 이유는 여기업체가 망하지 않아서 평생 먹어야된다는 지극히 개인적인 생각에 작성합니다. 저는 서울 5대 떡볶이포함, 전국 떡볶이 맛집 떡볶이,그리고 온라인상에서 유명하다,핫하다는 대표적인 떡볶이 다 먹어봤습니다. 네번째&lt;친절한 사장님&gt;  제가 맛집 많이 다니는것을 좋아하는데,이글을 쓰는 어제도 1시간 기다려 맛집 다녀왔습니다. 맛집이 되면 꼭 불친절한 사장님들이 많이 보입니다. 그런집은 맛집이라도 다시는 안가게되더라구요. 라면도 물 조절 실패하면 맛 없습니다. 몇번이나 먹어봤지만 한마디로 존맛탱입니다. 밖에서 맛집 떡볶이 먹으려 추운날,더운날 1시간 기다리며 사먹는것보다 비교도 안되게 낫습니다. 그런데 육수가 맛이 있어야 모든음식은 맛이 있지요. 예를 들어 가끔 남은 곰탕육수로 부대찌개를 끓이면 평소보다 깊은맛,감칠맛이 납니다. 남는 소스가 진득한 형태가 되면 밥을 볶아서후라이팬에 눌리면,어느 맛집에서 마지막에 먹는 볶음밥 이상의 맛이 납니다ㅠㅠ ', '미친맛은 제 기준 진짜 넘나 맵고 ㅋㅋㅋ 기본맛은 아 쪼금만 더 매웠으면 좋겠다~~ 처음먹어보는 탱글한 맛!! 싶을 정도로 ㅋㅋㅋ 오뎅이 맛있어요 ㅋㅋㅋ 중국당면 자체를 처음 먹어보는데요. ', '간도 딱 적당하고 양도 많고 소스가 특히 맛있네요 ', '떡도 맛있고 오뎅도 맛있고 하지만 역시나 식으니까 떡 식감은 좀 떨어지고요  개인적으로 단맛을 약간 뺏으면 ㅠㅠ 미친맛 엽떡 보다 안매워요 ', '떡볶이 너무 맛있어요! 물 1컵 정도 더 넣어서 국물 떡볶이로 먹었는데 적당히 매콤하고 달달해요. 밀떡도 쫀득쫀득하고 웬만한 떡볶이보다 맛있네요!! ', '달달하고 감칠맛있어서 계속 먹게되요~ 매운맛은 너무매울까봐 기본맛시켰었는데,,기본맛도 조금은 더매웠어도 좋았을거같아요~~ ', '개인적으로 물넣는거보다 그냥 하는게 더 맛있어요~~ ', '일단 기본맛만 먹어봣는데  입땔꺼없이 진짜 맛잇어요 ㅋㅋ 인스타보고 혹해서 주문해봤는데  떡볶이맛집찾아다니는 저로서는 200프로 만족합니다 ', '사람마다 입맛이 다르고 취향이 다르니까요😅  깔끔한 포장도 마음에 들었고요 워낙 평도 좋고 구매하기가 너무 힘들어서 겨우겨우 구매했습니다~😆 매운걸 잘 먹지 못하는 저한테 기본이 딱 맞았지만 신전이나 엽떡 좋아하시는 분들이라면 기본맛이 무척 맹맹하고 싱겁게 느껴지실 수 있습니다 육수맛도 나고요  떡은 쫄깃쫄깃 하니 좋았지만 맛이 다 베이진 않더라고요 양념이 진하지 않은데 오뎅맛이 강해서 그냥 약간 매콤한 오뎅볶음 먹는 것 같아요 남동생은 오뎅맛이 강해서 호불호가 있을 것 같다고 하네요 맛이 없다는게 아니라 제 개인적으로 떡볶이 하면 떠올리는 맛이나, 또 워낙 기대가 컷던터라 약간의 아쉬움이 남아서 별이 3개예요 ', '인위적인 맛이 강한 느낌입니다... ']",적당히 매콤하고 달달해요. 기본맛도 조금은 더 매웠어도 좋았을 것 같아요!
mealkit,total,4972249459.csv,자미곱 한우곱창구이 대창구이 밀키트 파김치 소스(자갈치미가 당일도축 최상급 소곱창 맛집),"['서서히 느껴지고 먹는양도 늘어요 익안에섬빵터지는기름맛은 덜해요~~ 속 기름이 30~40프로는 빠진상태인데 빠삭한식감과 따뜻한기름이 같이먹어져서 맛있었어요 그리고 느끼함도 .. ', '간장 소스 가득 묻히고 한입 씹으면 겉은 바삭하고, 안에서 기름이 팡 터지는데 그 기름이 거북하지 않고 너무 맛있어서 진짜 언니랑 감탄하면서 먹었어요. 근데 자미곱 한우 곱창은 곱창을 안 좋아하시던 할머니가 다른 곳과는 달리 고소하고 맛있다며 많이 드시고, 인위적인 곱에 예민한 언니도 여기는 그런 게 없어서 맛있다며 좋아했습니다. 제가 주문한 곱창 역시 곱이 없는 부분도 있었지만, 전체적으로는 너무 맛있게 먹어서 적극 추천드리고 싶습니다◡̎   💚 ', '몇일젇에  4명이 (2명은 술을 못마시네요~~)함께 곱창집에서17원짜리를  10인분을 먹었는데요  20 만원이 넘게 나온거예요 이가격에 맛있게 먹을수 있는 한우곱창을 푸짐하게 먹을수 있는 곳이 있지 않을까 해서 폭풍 검색을 했어요 냄새가 안나서  곱도 고소해요 하시면 맛도 가격도 너무  좋은거 같아요 ', '저희는 고소한대창기름에  곱섞어 볶음밥을 너무먹고싶어서 저만큼주문했는데 완전 딱이었습니다^^ 곱창또한 잡내없었구요 곱도 가득가득 입에 씹을때 터지는 곱 고소한내가 완전 최고였네요^-^ ', '근데 ㅇㅁ님이 파김치랑 대청을 처음부터 끝까지 너무 맛있게드시고 돌아서면 그 영상이 생각나고 하루에 몇번씩 보다가 구입했는데 너무 맛있어요ㅜ ', '대창 퀄리티가 맛집 대창이상이네요👍👍 마늘고추소스같은거 이거 따로 사고싶을정도네요. 잘먹었습니다! ', '같이 주신 파김치도 너무 맛있고, 소스 찍어먹는것도 별로 안좋아하는데 한번 찍어보니까 곱/대창이랑 찰떡궁합이에요 꼭드세요;;  볶음밥은 아직 안해먹어봐서 깍두기 그거 맛은 어떤지 모르겠네요 ', '대창이 곱이라고 생각하는 똥 멍충이는 없겠지만 저게 다 지방인걸 알면서도 고소한 맛에 먹는거잖아요?? 제가 요즘 대창먹방에 빠져서 꽤나 많이 여기저기서 시켜먹어봤는데 진짜 맛있어요!!! 대창은 살짝 굽는게 아니라 노릇하게 구워서 바삭한 소리가 드릴만큼 바삭하게 구우면 진짜 질기지도 않고 맛있는데 딱 그렇게 구울 수 있을 정도로 지방이 빵빵해요!! 근데 여기 대박은 곱창도 진짜 맛있어요 ㅠㅠ 비싼게 단점이지만 ㅠㅠ 진짜 넘 맛잇고 저 사진은 3봉인가 ', '곱창기름이너무많아요ㅡㅡ 냄새는안나는데 고소함이없어요 ', '곱창이 가늘어서 그런지. 구우면 질기고 기름도 넘 많아요. 파김치도 맛이없어요. ']",잡내도 없고 기름이 정말 많아서 고소해요.
mealkit,total,750844670.csv,[마이셰프] 월남쌈 쿠킹박스(2인),"['구성재료가 좀 아쉬워서 집에있던 오이랑 새우를 추가했어요~ 땅콩소스도 맛있고 괜찮은거 같아요^^ ', '깔끔하고 편리하고 맛있고 신선합니다 ', '월남쌈♡♡♡ 주말 가족과 맛있게 잘 먹었습니다^^ 새우가 있어서 추가 했더니 더 맛있네요♡♡♡ ', '한가지 아쉬운것은 고기양념이 너무 달았어요 ', '간편하고 채소도 신선하고 라이스페이퍼도 모자라지 않아요ㅋㅋ 파인애플과 고기 모두 넉넉해서 아주 맛있게 만족스럽게 먹었어요~ ', '채소들도 신선하고 고기도 소스 부어서 구우면 금방 조리할 수 있는 장점이 있구요! 소스나 다른 것들도 다 맛있었습니다^^ ', '집들이요리 적극추천 맛도좋고 모양도 예쁘고♡ 손님대접으로 완전 딱입니다! 재료구성도 알차고 소스도 다양해서 무척이나 맛있게 먹었답니다! ', '맛살 따로 추가하니 더 맛있어요!!!! ', '포장도 잘되어있고 간편해서 좋은데 쪼끔 부실해요 땅콩소스도 넘 묽고 ~ 귀찮더라도 월남쌈 정도는 집에서 해먹어야겠어요 ', '돼지고기는 핏물제거 하고 후추 뿌리니까 냄새 안 나고 괜찮았습니다 ']",채소가 신선해요! 새우 추가하니까 더 맛있네요.
mealkit,total,586183550.csv,밀푀유 나베 외 풍성한 전골메뉴 4종,"['그래서 친구들이랑 놀러갈 때에는 물론  집에서 맛있는 음식을 먹고싶을 때,  홈파티를 할 때 힘들게 재료를 다 사서  요리를 하지 않고 프레시지 밀키트를 이용하고 있습니다. 아 그리고 수제비가 들어가있어서 별미로 먹기 좋았고요 소스도 2가지라서 기호에따라 먹으면 굳  개인적으로 저는 땅콩이 더 맛있었어요 ', '육수가 생각보다 맛있어서 저도 놀랬네요 안에 들어있던 감자수제비도 쫀득하니 맛있었어요 ', '배추가 너무 익어 물러지면  맛이 덜해요. 원가 감칠맛은 부족해요.^^ ', '잘먹었어요! 그리고 땅콩소스가 너무 맛있었습니다. ', '진짜 맛있어요 ㅋㅋ 진공포장에 배추나 버섯들의 싱그러운 향기까지 살아있어서 이정도 관리가 되야 식품업로 돈벌겠구나 싶었습니다  추가로 마지막에 육수에 쌀국수까지 넣어서 먹으니 정말 맛있네요 요리 해먹으면서 사랑도 싹트고 맛있는 음식에 감동까지...!! ', '코로나 때문에 장보기가 너무 어려웠는데 덕분에 든든하게 잘 먹었습니다! ', '설명서대로 흐르는 물에 각각 깨끗하게 씻고 켜켜이 쌓아 잘라서 전골냄비에 숙주랑 수제비깔고 돌려가며 그림처럼 예쁘게 셋팅해서 동봉된 청경채랑 불린백목이버섯이랑 십자모영으로 살짝씩 잘라낸 표고버섯, 미니 새송이벗으로 가운데를 장식해서 끓인 나베육수를 부어주고 팔팔 끓으면 소스에코옥~~ 찍어서 먹으면 완전 맛있어요~~ ', '패키지 포장도 재료 하나 하나 잘되어있고 육수베이스도 들어있고(많이 짜다그래서 3분의2만 넣어먹음) 찍어먹는 소스도 2종류들어있고~ 고기양은 솔직히 적었으나 신선도 good이였고, 채소들도 전체적으로 상태 좋았어요. ', '육수는 평 그대로 맛있어요 ! ', '너무해요,,, 배추 버섯 청경채 는 상태괜찮고 ㅠ 깻잎은 다버리고 제꺼썼어요,,(있어서 다행,,,)   맛이야 뻔한 밀푀유나베 맛 나고요,, ']",육수가 맛있지만 조금 짤 수 있어요. 땅콩소스가 맛있어요.
bakery,total,4510393677.csv,"얼려먹는 아이스크림 폴라레티 모음전 - 후르츠, 헬로썸머, 트로피칼, 센소프레도 외 7종","['젤리스트로는 말그대러 젤리를 그냥 먹기도하거 얼려서도 먹음 더 맛있었는데 이건 과즙향을 쥬스처럼 각 봉지에 밀봉하여 스틱아이스크림으로 얼려먹는거네요. ', '다 먹을 수 있는 맛이라 좋아요. 어른이 먹어도 달지않고 정말 맛있어요. ', '아이 학원에서 주셔서 먹었는데 좋아하길래 구매해 봤어요, 일단 아이스크림 처럼 엄청 달달한 맛보단 과일처럼 상큼하고 달콤한 느낌이라 너무 좋아요 시원하고 달달해서 딱 여름에 먹기 좋네요! ', '이 맛들은 처음 먹어보는맛인데 과일함량이 두배더 들어 있어서 더 좋아할꺼 같아요.^^ ', '', '얼려먹으면 맛있어요. ', '한 맛이 역시 상큼달달 맛있어요^^ ', '맛도 깔끔. ', '맛이 깔끔하고 달지 않아서 좋았어요 ', '레몬맛이 없네요 ']",엄청 달지 않고 맛이 깔끔해요. 어른이 먹어도 달지 않아요.
bakery,total,2321835118.csv,"[호밀식빵, 900g 야생발효종 100%호밀 ] 장시간 저온 젖산발효 무첨가제 비건식빵, 샌드위치","['냉동실 쟁여두기 좋아요 호밀 특유의 신맛은 적응이 되어서 그런지 거슬림 없이 좋아요ㅎㅎ 맛 없거나 하진 않고 특유의 맛이 좋아용~ ', '오히려 제대로 빵맛이 나서 좋았습니다 그대로 먹어도 토스트해서 먹어도 맛있습니다 친구들 왔길래 진짜 맛있는 빵 찾았다고 맛 보여줬는데 둘다 자기들 입맛엔 별로라고&hellip;  밀도가 있어서 사이즈 대비 오래 먹겠다 생각보다 좀더 시큼하긴 했어요 저한텐 절대 불편한 신맛 아녔구요 ', '포장지 뜯으면서 시큼한 냄새에 한번 충격받고 스크래퍼로 자르는데 질감에 또 충격받았어요ㅋㅋㅋ 그렇지만 막 너무 격하게 시큼한 정도는 아니구요 통밀식빵이나 곡물창고 보다는 약간 더 강한 느낌? ', '고소하고 씹는 맛 있어요 건강한 간식으로 만족합니다!!!! ', '후기 꼼꼼하게 읽어보고 구매했는데, 제가 예상했던 맛이랑 비슷해요. 일단 제 입에는 잘 맞는 것 같아요. 그냥 먹었을땐 신맛이 좀 강하면서 고소한 느낌이고, 빵을 살짝 구운 후 먹으면 신맛이 덜해지네요. ', '아직 안와서 오늘은 치즈랑 계란후라이랑 아몬드치아버터만 발라서 먹었는데 맛있었어요! 저는 원래 호밀빵을 좋아해서 시큼한맛이 너무좋았어요ㅠㅠ ', '크기: 통밀 &gt; 호밀 (아주 살짝) 무게감: 통밀 &lt; 호밀 신맛: 통밀 &lt; 호밀  제 개인적인 생각일 뿐이니 참고만 해주세요~ 리앰 호밀식빵만의 신맛이 있어요~ 제일 맛있어요🥰  사진은 통밀빵이에요~ ', '100%호밀과 통밀빵은 먹어본적이 없지만 식품회사중 빵회사에 다니는 저로써 100% 호밀과 통밀이 사용되고, 야생효모를 사용한 빵이라면 퍽퍽함과 신맛이 꽤 날거라는걸 예상하고 호기심에 구매했답니다. 택배를 받고 호밀/통밀 각각 지퍼백에 소분하여 냉동보관한 후 다음 날 잠들기전 통밀빵 두조각 자연해동하여 다 다음날 아침에 후라이팬에 구워 먹어보니 너무 맛있더라고요! 빵순이인 저는 이 시큼하고 떡진맛이 너무 좋아서... 그리고 호밀빵도 먹어봤는데 통밀과는 다르게 더 시큼한 맛이나고 떡식감이 있더라고요! ', '식초맛 호밀빵 처음 먹어봤어요. 담백한 빵맛이 전혀 없고 그냥 식초에요.ㅠㅠ 함께산 타르트는 담백하니 정말 맛있었습니다. ', '다른데서 샀던 100프로 호밀빵은 이정도 아니었는데 이건 신맛이 너무 강해요 ']",호밀 특유의 신맛이 강하게 느껴질 수 있어요. 고소하고 좋아요.
bakery,total,2955223882.csv,떡공방형제 쑥인절미1kg/ 현미쑥인절미1kg,"['이런것도 있던데 갓 한 떡처럼 맛나게 먹었네요 떡종류는 시장이나 동네 오래된 떡집에서 사먹는게 왠지 인터넷 주문보다 믿음이 갔는데 여기 떡 너무 맛있네요!!! 맛보기 떡 보내주신것도 달지않고 참 맛있네요 맛있게 먹었어요 ', '진한쑥향에 해동시키니까 부드러우면서 쫄깃한 식감과 간도 딱맞고 넘맛있어요~ 같이온 콩고물은 또 얼마나 고소한지 그냥먹어도맛있고 콩고물에 묻혀서 먹으면 고소해요~ 참~맛뵈기로 흑미찹쌀떡하나왔는데 위에 고명이 맛있더라구요~^^ 쑥찰떡 완전 강추에요~ ', '식감도 너무 늘러붙지 않고 쫀득하니 딱 좋아하는 떡 맛이네요.. 같이 보내주신 떡도 너무 맛있게 잘 먹었습니다.. ', '부모님이랑 나눴먹었는데, 부모님 입맛이 까다로운데도 쑥향도 많이 나고 진짜 맛있다고 하세요. 진짜 맛나네용 들기름발라서 구워먹어도 맛나고, 해동해서 주신 콩고물에 찍어먹어도 맛나고, 그냥 맨걸로 먹어도 맛나요 떡 자체가 맛있으니 어떤 방식으로 먹어도 맛나는것같아요  출산후에도 밥챙겨먹을 시간 없을것같아서 계속 시켜먹을 것 같아요 공짜떡 중 쑥찹쌀떡 있었는데 달지 않고 고소하고너무 맛있어서 이번에 시켜봤어요   포장도 아이스팩으로 꼼꼼히 해주셨고, 요즘 날씨 따뜻한데 제가 몇시간 늦게 확인을 했는데도 녹지 않았더라구요 여기 쑥떡은 정말 맛있어서 평생 시켜먹을 것 같아요 ^^ ', '배송도 빠르고 포장도 잘해주시고 무지개떡이랑 주문했는데 서비스로 콩가루랑 설기 하나도 더주시고^^ 바로 젤 말랑한 떡을 골라 먹었는데 넘 맛나네요 ', '일단 콩고물 안묻히고 먹어봤는데 쫀득하고 쑥향도 찐하고 맛있네요. ', '떡은 신선한 쑥 맛이 좋았고 무염저염을 신청했는데 그 부분도 지켜주셔서 짜거나 단맛 없이 과하지도 않게 딱  심심하면서 쑥 본연의 맛을 즐길수있었습니다. 콩고물 찍어먹으니 배로 고소하며 찰기가 더욱 느껴졌네요. ', '먹기도 전에 든든해짐ㅋㅋ 설기류는 렌지에 돌려먹어야 하는 걸 모르고 주문해서 (직장에 렌지가 없음) ㅋㅋㅋ 오늘은 쑥떡만 챙겨 출근했습니다 자연해동해서 먹었는데 대존맛이에요!!! 엄청 찰지고 쑥 맛 너무 좋네요 ㅠㅠ 제가 일하는 건물에 유명한 인절미 맛집 떡집이 있는데 이게 훨씬 맛있습니다ㅠㅠ 맛도 그렇고 식감 자체가 넘사벽임ㅋㅋ 가격도 훨씬 저렴하고 낱개 포장되어 있어서 먹고 싶을 때마다 한 봉씩 먹을 수 있으니 너무 좋네요 ㅋㅋ 너무 맛있어요~~ᄏᄏᄏ ', '쑥이 많이 안들어가있고 짠맛이 강해요... ', '포장은 개별 포장이라 좋은데 떡이 너무 질고요 쑥도 억세서 뱉어내는게 많아요 ']",식감이 쫀득하고 말랑해서 너무 좋아요. 콩고물도 고소해요. 쑥이 억셀 수 있어요.
bakery,total,4433182304.csv,임팩트민트 무설탕 캔디 6종,"['총 정리를 해보자면, 복숭아맛=&gt; 다들 맛있다고 해서 구매해봤는데 진짜 맛있어요. 하지만, 금연을 위한 목적으로는 달달맛있어서 패스~  민트맛으로는 스피아민트, 아이스민트, 스트롱민트, 프레쉬민트 총 4종을 구매했어요. 그냥 달달한 민트에요. 달달함과 적당한 민트 아이스민트가 제입맛에 맞을거 같아서 3통을 구매했는데 맛있지만 금연용으로는 약한듯 스트롱민트. 라 직접 먹어봐야할듯 ㅎㅎ 이것도 처음에 엄청 쓰고 맵다고 생각했어요 ㅠㅠㅋ ', '민트 계열빼고는 화한감은 덜하긴 한데 맛있네요. ', '복숭아랑 블랙커런트는 진짜 맛있어요!! ', '이건 뜯어서 먹어보니 좀 환타맛이랑 비슷해요 ', '복숭아는 진리~ 맛있어요 ', '배송 빠르고 딸기맛 맛있어요 ', '평소 민트캔디를 자주 먹어서 안떨어지게 주문하는데 이런 종류 중에 임팩트 캔디가 제일 맛있어요~ ', '달콤하니 맛있어  만족  합니다 ', '망고맛이 적당하게 나고 전체적으로 깔끔해요. ', '전 개인적으로 새콤한것을 별로 좋아하지 않는데 신맛이 나네요. ']",복숭아 맛이 정말 맛있어요. 민트 계열 빼고는 화한 감은 덜해요.
bakery,total,338594623.csv,천안 광덕산 호두과자 전문점 우리밀 100% 옛맛 48개입,"['맛있어요. 앙금도 간이 좋고 호두가 정말 실해요. 단호박도 달달한 호박죽맛나고 에어프라이기에 바삭하게 먹으면 참 좋겠네요. 라이벌 기업님 그렇게 비난해봤자 댁 호두과자가 맛있어지는건 아니니 본인 호두과자 맛 잘 낼 생각하세요 남 깎아내린다고 님 호두과자가 맛있어지는건 아닙니다. ', '근데 에어프라이어 10분 돌리니 겉바속촉 달달 진짜진짜진짜 맛있어서 주변에 추천하고 난리남. ', '너무 맛있어요!!! bull;̀ᴗ&bull;̀ 에어프라이어에 데워먹어도 맛있고 얼려먹어도 맛있다!  ☆ ', '분태 아니고 적당한 크기의 반태 호두가 들어가있고 빵반죽도 부드럽고 맛있어요. 특히 많이 달지 않아 맛있네요~ ', '시중에서 파는 호두과자보다 맛있네요 3가지맛 모두 맛있어요. 흙미오곡 맛나다고 하네요. . 매일 출출할때 맛있게 잘 먹고. ', '정말 덜 달고 우리밀의 담백함과 호두의 고소함이 어울어져서 맛있네요~ ', '제 입맛엔 팥이 제일 맛있어요 ', '오프라인보다 저렴하고 여행지 휴게소에서 먹던 맛 그대로 맛있어요. 너어~~~무 맛있는 호두과자를 안방에서 맛볼 수 있다니 감사합니다ㆍ^^ ', '배송받고 바로 하나 먹으니 너무 차갑고 부드럽지 않아서 에어프라이어에 180도 3분 돌려먹으니 바로 구워먹은거 같아 고소하고 맛있어요 ', '에어프라이어로 데우면 갓구은듯 맛있어요. 흑임자오곡은 소의 간 자체가 약간 밋밋하고, 단호박은 호박향이 많이 나지만, 개인적인 제 입맛엔 소가 좀 아쉬워요. 빵 반죽은 참 맛있고요, 호두는 큼직하게 박혀있어요. ']",에어프라이기에 10분 돌려 먹으니까 진짜 맛있어요! 휴게소에서 먹던 맛 그대로에요.
bakery,total,4178316331.csv,[정식수입처] 오사닛캔디 캐모마일 엘더베리 원더윅스 준비 치발기 이앓이,"['하나 먹어봤는데 역시 어른입맛에는 화한 느낌이 나기도 전에 사라짐 ㅋㅋㅋ 그만큼 잘 녹았어요 ', '제가 먹어보니 입안이 시원해지긴 하더라구요ㅎ ', '저도 먹어봤는데 목걸림도 없고 특별한 맛은 따로 안느껴져요! ', '열어서 캔디 꺼내 몇알 먹어보니 작아서 그런지 아무맛도 안나네요 ㅋㅋ ', '제가 한번 먹어봤는데 너무 작아서 잘 안느껴져요 ', '저도 하나 먹어봤는데 전잘 모르겠고 신랑 두알 줬더니 시원하대요 ', '빨리보내주셔서 감사해여 먹어보니 약간단맛도 나긴하는데 그래도 어른입맛에는 밍밍하네요 ', '먹어봤는데 진짜 잘녹고 애기한테 효과있는지는 아직 모르겠어요 ㅠㅠ ', '근데 낮에 뭐물어뜯고 침 많이 흘릴때 입에넣어주면 입안이 뭔가 시원해보이긴했어요 ', '완화효과조차 전혀 없는듯하고 걍 단맛나서 캔디처럼 먹네요ㅜ ']",작아서 특별한 맛이 안느껴질 수도 있지만 잘 녹고 입안이 시원해져요
